Generation:	16	Best fitness:	240.6421768707483	Average fitness:	338.2130340136054	Fitness standard deviation:	39.36162245287214	Best genome:	A9	N5	N3	A11	E3	A10	N7	E5	N6	N12	A8	A14	N9	A6	A12	A15	A17	A7	E4	A13	A16	
Generation:	31536	Best fitness:	117.78503401360544	Average fitness:	311.8233197278912	Fitness standard deviation:	53.326412526810685	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31552	Best fitness:	117.78503401360544	Average fitness:	313.92160544217694	Fitness standard deviation:	51.53302988038897	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31568	Best fitness:	117.78503401360544	Average fitness:	309.05589115646256	Fitness standard deviation:	55.68644938018071	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31584	Best fitness:	117.78503401360544	Average fitness:	315.0118911564625	Fitness standard deviation:	58.16001555455537	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31600	Best fitness:	117.78503401360544	Average fitness:	322.1770340136054	Fitness standard deviation:	52.76250803712185	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31616	Best fitness:	117.78503401360544	Average fitness:	316.8798911564626	Fitness standard deviation:	56.02829880898198	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31632	Best fitness:	117.78503401360544	Average fitness:	321.320462585034	Fitness standard deviation:	55.24563739281841	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31648	Best fitness:	117.78503401360544	Average fitness:	318.1558911564626	Fitness standard deviation:	51.07669606881521	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31664	Best fitness:	117.78503401360544	Average fitness:	322.00674829931967	Fitness standard deviation:	52.15796088414344	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31680	Best fitness:	117.78503401360544	Average fitness:	324.94389115646254	Fitness standard deviation:	55.1320739005112	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31696	Best fitness:	117.78503401360544	Average fitness:	322.2021768707483	Fitness standard deviation:	52.06357118848033	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31712	Best fitness:	117.78503401360544	Average fitness:	320.5427482993198	Fitness standard deviation:	47.5821246628245	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31728	Best fitness:	117.78503401360544	Average fitness:	311.884462585034	Fitness standard deviation:	51.18360331837786	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31744	Best fitness:	117.78503401360544	Average fitness:	325.4970340136054	Fitness standard deviation:	60.651349656736194	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31760	Best fitness:	117.78503401360544	Average fitness:	312.6873197278912	Fitness standard deviation:	48.917455534808845	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31776	Best fitness:	117.78503401360544	Average fitness:	313.2798911564625	Fitness standard deviation:	52.30362142688924	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31792	Best fitness:	117.78503401360544	Average fitness:	312.9976054421769	Fitness standard deviation:	50.239721226316135	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31808	Best fitness:	117.78503401360544	Average fitness:	318.7238911564627	Fitness standard deviation:	59.46049362700706	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31824	Best fitness:	117.78503401360544	Average fitness:	314.27303401360535	Fitness standard deviation:	48.72418729366937	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31840	Best fitness:	117.78503401360544	Average fitness:	320.88160544217675	Fitness standard deviation:	49.60958494945451	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31856	Best fitness:	117.78503401360544	Average fitness:	321.57360544217687	Fitness standard deviation:	47.55536682947272	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31872	Best fitness:	117.78503401360544	Average fitness:	319.855319727891	Fitness standard deviation:	46.14619544226716	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31888	Best fitness:	117.78503401360544	Average fitness:	313.79074829931966	Fitness standard deviation:	48.72428820644269	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31904	Best fitness:	117.78503401360544	Average fitness:	317.49246258503405	Fitness standard deviation:	53.722036085230954	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31920	Best fitness:	117.78503401360544	Average fitness:	311.9273197278911	Fitness standard deviation:	55.6538703907409	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31936	Best fitness:	117.78503401360544	Average fitness:	314.06103401360537	Fitness standard deviation:	44.994027217226176	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31952	Best fitness:	117.78503401360544	Average fitness:	323.54960544217687	Fitness standard deviation:	48.1036321968582	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31968	Best fitness:	117.78503401360544	Average fitness:	306.85246258503395	Fitness standard deviation:	67.5738932223421	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	31984	Best fitness:	117.78503401360544	Average fitness:	315.5678911564625	Fitness standard deviation:	50.886029035683336	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32000	Best fitness:	117.78503401360544	Average fitness:	316.99931972789113	Fitness standard deviation:	46.655292501144466	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32016	Best fitness:	117.78503401360544	Average fitness:	320.37246258503404	Fitness standard deviation:	43.268394143475	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32032	Best fitness:	117.78503401360544	Average fitness:	322.2296054421768	Fitness standard deviation:	51.46589729924396	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32048	Best fitness:	117.78503401360544	Average fitness:	315.22274829931973	Fitness standard deviation:	54.519152355397274	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32064	Best fitness:	117.78503401360544	Average fitness:	312.78560544217686	Fitness standard deviation:	53.13885591388597	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32080	Best fitness:	117.78503401360544	Average fitness:	318.56274829931976	Fitness standard deviation:	58.41855374548642	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32096	Best fitness:	117.78503401360544	Average fitness:	315.14731972789104	Fitness standard deviation:	54.391254831291114	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32112	Best fitness:	117.78503401360544	Average fitness:	308.74960544217686	Fitness standard deviation:	53.19380309466009	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32128	Best fitness:	117.78503401360544	Average fitness:	325.5558911564626	Fitness standard deviation:	57.81877711806581	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32144	Best fitness:	117.78503401360544	Average fitness:	314.23760544217674	Fitness standard deviation:	46.778315702025516	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32160	Best fitness:	117.78503401360544	Average fitness:	316.5616054421768	Fitness standard deviation:	54.883637259725624	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32176	Best fitness:	117.78503401360544	Average fitness:	324.3867482993197	Fitness standard deviation:	42.060386291859096	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32192	Best fitness:	117.78503401360544	Average fitness:	317.6073197278912	Fitness standard deviation:	44.61589440949474	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32208	Best fitness:	117.78503401360544	Average fitness:	323.5976054421768	Fitness standard deviation:	51.882332224575485	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32224	Best fitness:	117.78503401360544	Average fitness:	314.1210340136054	Fitness standard deviation:	60.002608531051486	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32240	Best fitness:	117.78503401360544	Average fitness:	320.4610340136054	Fitness standard deviation:	50.28731218565118	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32256	Best fitness:	117.78503401360544	Average fitness:	315.3890340136054	Fitness standard deviation:	49.050937292840004	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32272	Best fitness:	117.78503401360544	Average fitness:	311.05074829931976	Fitness standard deviation:	50.67664929406313	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32288	Best fitness:	117.78503401360544	Average fitness:	320.0598911564625	Fitness standard deviation:	48.466349155778126	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32304	Best fitness:	117.78503401360544	Average fitness:	317.3661768707483	Fitness standard deviation:	46.76232518441594	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32320	Best fitness:	117.78503401360544	Average fitness:	321.17703401360535	Fitness standard deviation:	52.314978864097995	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32336	Best fitness:	117.78503401360544	Average fitness:	304.8981768707483	Fitness standard deviation:	46.23381533387149	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32352	Best fitness:	117.78503401360544	Average fitness:	314.50274829931965	Fitness standard deviation:	51.753784959485365	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32368	Best fitness:	117.78503401360544	Average fitness:	315.86846258503385	Fitness standard deviation:	55.326751794798746	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32384	Best fitness:	117.78503401360544	Average fitness:	306.93646258503395	Fitness standard deviation:	55.90194367034521	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32400	Best fitness:	117.78503401360544	Average fitness:	315.8518911564626	Fitness standard deviation:	46.772953150821884	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32416	Best fitness:	117.78503401360544	Average fitness:	314.23989115646265	Fitness standard deviation:	50.581682847385274	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32432	Best fitness:	117.78503401360544	Average fitness:	306.41303401360545	Fitness standard deviation:	53.206376015032845	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32448	Best fitness:	117.78503401360544	Average fitness:	311.0113197278911	Fitness standard deviation:	54.697031174144236	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32464	Best fitness:	117.78503401360544	Average fitness:	309.0598911564624	Fitness standard deviation:	51.401918137798106	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32480	Best fitness:	117.78503401360544	Average fitness:	318.72103401360545	Fitness standard deviation:	54.78955078688428	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32496	Best fitness:	117.78503401360544	Average fitness:	318.468462585034	Fitness standard deviation:	49.57097005633974	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32512	Best fitness:	117.78503401360544	Average fitness:	311.95589115646254	Fitness standard deviation:	60.6861733880939	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32528	Best fitness:	117.78503401360544	Average fitness:	310.28731972789103	Fitness standard deviation:	51.623458704866536	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32544	Best fitness:	117.78503401360544	Average fitness:	314.66103401360544	Fitness standard deviation:	47.73920533524638	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32560	Best fitness:	117.78503401360544	Average fitness:	312.10560544217674	Fitness standard deviation:	49.25614658919561	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32576	Best fitness:	117.78503401360544	Average fitness:	319.7198911564625	Fitness standard deviation:	44.71520876819959	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32592	Best fitness:	117.78503401360544	Average fitness:	318.5787482993196	Fitness standard deviation:	55.65488446283425	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32608	Best fitness:	117.78503401360544	Average fitness:	316.90560544217686	Fitness standard deviation:	50.93952470151569	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32624	Best fitness:	117.78503401360544	Average fitness:	300.71474829931964	Fitness standard deviation:	42.797374403539465	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32640	Best fitness:	117.78503401360544	Average fitness:	313.2313197278913	Fitness standard deviation:	53.672957015386345	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32656	Best fitness:	117.78503401360544	Average fitness:	320.1598911564625	Fitness standard deviation:	51.89046190991643	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32672	Best fitness:	117.78503401360544	Average fitness:	317.2341768707483	Fitness standard deviation:	48.91942397578337	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32688	Best fitness:	117.78503401360544	Average fitness:	318.64103401360535	Fitness standard deviation:	47.63634351189933	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32704	Best fitness:	117.78503401360544	Average fitness:	315.82217687074825	Fitness standard deviation:	54.69295197663377	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32720	Best fitness:	117.78503401360544	Average fitness:	309.7587482993197	Fitness standard deviation:	60.56169755796183	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32736	Best fitness:	117.78503401360544	Average fitness:	308.2718911564626	Fitness standard deviation:	51.27375967633871	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32752	Best fitness:	117.78503401360544	Average fitness:	325.88217687074825	Fitness standard deviation:	54.101825688761586	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32768	Best fitness:	117.78503401360544	Average fitness:	300.96846258503405	Fitness standard deviation:	51.533678970600356	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32784	Best fitness:	117.78503401360544	Average fitness:	311.2187482993197	Fitness standard deviation:	53.03591072671652	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32800	Best fitness:	117.78503401360544	Average fitness:	311.77474829931975	Fitness standard deviation:	62.6911399553235	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32816	Best fitness:	117.78503401360544	Average fitness:	306.3981768707482	Fitness standard deviation:	56.12816593243338	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32832	Best fitness:	117.78503401360544	Average fitness:	323.2256054421768	Fitness standard deviation:	55.43494634621886	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32848	Best fitness:	117.78503401360544	Average fitness:	301.880462585034	Fitness standard deviation:	46.79967507649286	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32864	Best fitness:	117.78503401360544	Average fitness:	325.0993197278911	Fitness standard deviation:	56.28056423139413	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32880	Best fitness:	117.78503401360544	Average fitness:	318.39246258503385	Fitness standard deviation:	51.95616985144934	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32896	Best fitness:	117.78503401360544	Average fitness:	315.76789115646267	Fitness standard deviation:	48.75701787267895	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32912	Best fitness:	117.78503401360544	Average fitness:	328.5958911564627	Fitness standard deviation:	45.70564164346472	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32928	Best fitness:	117.78503401360544	Average fitness:	320.4593197278913	Fitness standard deviation:	46.41921277106833	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32944	Best fitness:	117.78503401360544	Average fitness:	312.59589115646247	Fitness standard deviation:	55.74650025145717	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32960	Best fitness:	117.78503401360544	Average fitness:	316.29931972789126	Fitness standard deviation:	52.01100448708044	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32976	Best fitness:	117.78503401360544	Average fitness:	319.5181768707482	Fitness standard deviation:	48.53428112590279	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	32992	Best fitness:	117.78503401360544	Average fitness:	312.95474829931965	Fitness standard deviation:	56.42603405796126	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	33008	Best fitness:	117.78503401360544	Average fitness:	328.25474829931983	Fitness standard deviation:	47.46240382295298	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	33024	Best fitness:	117.78503401360544	Average fitness:	322.85760544217686	Fitness standard deviation:	54.664662378721346	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	33040	Best fitness:	117.78503401360544	Average fitness:	321.432462585034	Fitness standard deviation:	47.107754068600585	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	33056	Best fitness:	117.78503401360544	Average fitness:	313.7250340136054	Fitness standard deviation:	52.71325442274206	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	33072	Best fitness:	117.78503401360544	Average fitness:	306.17246258503405	Fitness standard deviation:	49.24382158614584	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
