Generation:	16	Best fitness:	186.69931972789115	Average fitness:	242.69931972789112	Fitness standard deviation:	35.722017448798226	Best genome:	A13	E5	N6	E3	N5	A6	A12	A14	N7	A10	N12	N3	A7	A17	N9	A16	A15	A8	A9	E4	A11	
Generation:	24816	Best fitness:	95.32789115646258	Average fitness:	188.8621768707483	Fitness standard deviation:	40.88095220345564	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24832	Best fitness:	95.32789115646258	Average fitness:	165.85646258503402	Fitness standard deviation:	71.74550288118043	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24848	Best fitness:	95.32789115646258	Average fitness:	182.79360544217684	Fitness standard deviation:	46.57815385270793	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24864	Best fitness:	95.32789115646258	Average fitness:	174.4621768707483	Fitness standard deviation:	46.52822369272225	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24880	Best fitness:	95.32789115646258	Average fitness:	170.92217687074827	Fitness standard deviation:	52.38503416131016	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24896	Best fitness:	95.32789115646258	Average fitness:	178.27360544217686	Fitness standard deviation:	32.48814527906247	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24912	Best fitness:	95.32789115646258	Average fitness:	163.64503401360543	Fitness standard deviation:	26.259755660457675	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24928	Best fitness:	95.32789115646258	Average fitness:	164.4907482993197	Fitness standard deviation:	31.205028506342252	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24944	Best fitness:	95.32789115646258	Average fitness:	180.43074829931973	Fitness standard deviation:	47.65661390593746	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24960	Best fitness:	95.32789115646258	Average fitness:	198.41074829931972	Fitness standard deviation:	54.55963140997047	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24976	Best fitness:	95.32789115646258	Average fitness:	173.95931972789114	Fitness standard deviation:	64.18474540618779	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	24992	Best fitness:	95.32789115646258	Average fitness:	160.47931972789115	Fitness standard deviation:	32.258610747317356	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25008	Best fitness:	95.32789115646258	Average fitness:	144.59074829931973	Fitness standard deviation:	56.573663447918655	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25024	Best fitness:	95.32789115646258	Average fitness:	126.8821768707483	Fitness standard deviation:	21.60833248200937	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25040	Best fitness:	95.32789115646258	Average fitness:	147.73931972789114	Fitness standard deviation:	34.474341123774465	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25056	Best fitness:	95.32789115646258	Average fitness:	153.376462585034	Fitness standard deviation:	47.511213799846175	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25072	Best fitness:	95.32789115646258	Average fitness:	177.10503401360543	Fitness standard deviation:	54.56252103817066	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25088	Best fitness:	95.32789115646258	Average fitness:	189.71360544217686	Fitness standard deviation:	50.74447270594189	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25104	Best fitness:	95.32789115646258	Average fitness:	167.60789115646259	Fitness standard deviation:	58.71033118417151	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25120	Best fitness:	95.32789115646258	Average fitness:	139.05931972789114	Fitness standard deviation:	32.31493039649958	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25136	Best fitness:	95.32789115646258	Average fitness:	158.81360544217688	Fitness standard deviation:	46.85198403657273	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25152	Best fitness:	95.32789115646258	Average fitness:	154.6678911564626	Fitness standard deviation:	33.38276825439332	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25168	Best fitness:	95.32789115646258	Average fitness:	185.60789115646259	Fitness standard deviation:	63.33359787986281	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25184	Best fitness:	95.32789115646258	Average fitness:	174.05360544217686	Fitness standard deviation:	54.59947551516051	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25200	Best fitness:	95.32789115646258	Average fitness:	179.2278911564626	Fitness standard deviation:	51.43229550008597	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25216	Best fitness:	95.32789115646258	Average fitness:	194.86503401360545	Fitness standard deviation:	39.404654858148376	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25232	Best fitness:	95.32789115646258	Average fitness:	165.19360544217687	Fitness standard deviation:	48.01879742478407	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25248	Best fitness:	95.32789115646258	Average fitness:	163.856462585034	Fitness standard deviation:	60.80427113085973	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25264	Best fitness:	95.32789115646258	Average fitness:	184.93074829931973	Fitness standard deviation:	44.70506422483854	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25280	Best fitness:	95.32789115646258	Average fitness:	162.7307482993197	Fitness standard deviation:	41.880095998174674	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25296	Best fitness:	95.32789115646258	Average fitness:	203.96789115646257	Fitness standard deviation:	53.93131414028365	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25312	Best fitness:	95.32789115646258	Average fitness:	126.81074829931973	Fitness standard deviation:	23.079215669479915	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25328	Best fitness:	95.32789115646258	Average fitness:	138.8907482993197	Fitness standard deviation:	34.05250220060853	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25344	Best fitness:	95.32789115646258	Average fitness:	183.59074829931973	Fitness standard deviation:	58.864161578734375	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25360	Best fitness:	95.32789115646258	Average fitness:	179.31360544217688	Fitness standard deviation:	41.95342850429874	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25376	Best fitness:	95.32789115646258	Average fitness:	201.30503401360542	Fitness standard deviation:	62.128452583403075	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25392	Best fitness:	95.32789115646258	Average fitness:	167.63931972789118	Fitness standard deviation:	40.631453484276165	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25408	Best fitness:	95.32789115646258	Average fitness:	145.49360544217686	Fitness standard deviation:	35.75489987828413	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25424	Best fitness:	95.32789115646258	Average fitness:	159.42217687074827	Fitness standard deviation:	44.453925792525304	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25440	Best fitness:	95.32789115646258	Average fitness:	216.70789115646258	Fitness standard deviation:	53.24821208074426	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25456	Best fitness:	95.32789115646258	Average fitness:	165.67360544217686	Fitness standard deviation:	52.95988385522747	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25472	Best fitness:	95.32789115646258	Average fitness:	173.80789115646257	Fitness standard deviation:	47.907969257393354	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25488	Best fitness:	95.32789115646258	Average fitness:	189.236462585034	Fitness standard deviation:	57.302227473889594	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25504	Best fitness:	95.32789115646258	Average fitness:	164.74503401360542	Fitness standard deviation:	36.20285297135166	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25520	Best fitness:	95.32789115646258	Average fitness:	160.46503401360548	Fitness standard deviation:	27.01588285676802	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25536	Best fitness:	95.32789115646258	Average fitness:	181.47931972789115	Fitness standard deviation:	45.47262024379874	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25552	Best fitness:	95.32789115646258	Average fitness:	185.85931972789115	Fitness standard deviation:	48.79930779033988	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25568	Best fitness:	95.32789115646258	Average fitness:	174.10789115646259	Fitness standard deviation:	35.53499465172268	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25584	Best fitness:	95.32789115646258	Average fitness:	184.4021768707483	Fitness standard deviation:	41.64047716796134	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25600	Best fitness:	95.32789115646258	Average fitness:	210.10217687074834	Fitness standard deviation:	60.17269358322947	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25616	Best fitness:	95.32789115646258	Average fitness:	188.25360544217685	Fitness standard deviation:	64.9698582546757	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25632	Best fitness:	95.32789115646258	Average fitness:	182.24503401360545	Fitness standard deviation:	39.68956980140259	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25648	Best fitness:	95.32789115646258	Average fitness:	163.82789115646256	Fitness standard deviation:	39.9845526294792	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25664	Best fitness:	95.32789115646258	Average fitness:	190.436462585034	Fitness standard deviation:	46.539471594835824	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25680	Best fitness:	95.32789115646258	Average fitness:	207.436462585034	Fitness standard deviation:	65.3251881914235	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25696	Best fitness:	95.32789115646258	Average fitness:	159.91360544217684	Fitness standard deviation:	55.72797817093679	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25712	Best fitness:	95.32789115646258	Average fitness:	194.06789115646257	Fitness standard deviation:	52.41418790630597	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25728	Best fitness:	95.32789115646258	Average fitness:	185.82503401360543	Fitness standard deviation:	45.58513398923301	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25744	Best fitness:	95.32789115646258	Average fitness:	183.49360544217683	Fitness standard deviation:	57.3818627392713	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25760	Best fitness:	95.32789115646258	Average fitness:	178.9907482993197	Fitness standard deviation:	59.512381562021815	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25776	Best fitness:	95.32789115646258	Average fitness:	219.08503401360545	Fitness standard deviation:	63.49805107084719	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25792	Best fitness:	95.32789115646258	Average fitness:	155.49931972789113	Fitness standard deviation:	38.73488750731157	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25808	Best fitness:	95.32789115646258	Average fitness:	168.6821768707483	Fitness standard deviation:	58.31883260778368	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25824	Best fitness:	95.32789115646258	Average fitness:	200.8107482993197	Fitness standard deviation:	51.69439783329465	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25840	Best fitness:	95.32789115646258	Average fitness:	179.82789115646256	Fitness standard deviation:	39.736999157470564	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25856	Best fitness:	95.32789115646258	Average fitness:	154.08789115646258	Fitness standard deviation:	50.64469623902247	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25872	Best fitness:	95.32789115646258	Average fitness:	181.796462585034	Fitness standard deviation:	59.48721310037124	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25888	Best fitness:	95.32789115646258	Average fitness:	161.62217687074832	Fitness standard deviation:	33.95743325796853	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25904	Best fitness:	95.32789115646258	Average fitness:	169.40503401360542	Fitness standard deviation:	52.54006370264077	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25920	Best fitness:	95.32789115646258	Average fitness:	165.3478911564626	Fitness standard deviation:	44.726203888612254	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25936	Best fitness:	95.32789115646258	Average fitness:	186.51360544217687	Fitness standard deviation:	48.00226567782068	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25952	Best fitness:	95.32789115646258	Average fitness:	175.3736054421769	Fitness standard deviation:	44.45392974066247	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25968	Best fitness:	95.32789115646258	Average fitness:	152.78789115646256	Fitness standard deviation:	39.18223139565761	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	25984	Best fitness:	95.32789115646258	Average fitness:	152.0221768707483	Fitness standard deviation:	37.887968151013915	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26000	Best fitness:	95.32789115646258	Average fitness:	168.26503401360543	Fitness standard deviation:	34.51538739963581	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26016	Best fitness:	95.32789115646258	Average fitness:	176.6507482993197	Fitness standard deviation:	56.35944561654312	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26032	Best fitness:	95.32789115646258	Average fitness:	170.59931972789116	Fitness standard deviation:	46.03885537327826	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26048	Best fitness:	95.32789115646258	Average fitness:	168.9278911564626	Fitness standard deviation:	52.8801679579907	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26064	Best fitness:	95.32789115646258	Average fitness:	169.29931972789115	Fitness standard deviation:	46.25171237866965	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26080	Best fitness:	95.32789115646258	Average fitness:	137.07931972789112	Fitness standard deviation:	31.575909313582585	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26096	Best fitness:	95.32789115646258	Average fitness:	179.7307482993197	Fitness standard deviation:	42.573068904160145	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26112	Best fitness:	95.32789115646258	Average fitness:	167.30217687074827	Fitness standard deviation:	46.0214208332403	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26128	Best fitness:	95.32789115646258	Average fitness:	171.1507482993197	Fitness standard deviation:	48.6378047302671	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26144	Best fitness:	95.32789115646258	Average fitness:	165.49360544217686	Fitness standard deviation:	35.21934950551808	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26160	Best fitness:	95.32789115646258	Average fitness:	174.32789115646256	Fitness standard deviation:	65.7500647939465	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26176	Best fitness:	95.32789115646258	Average fitness:	183.23931972789114	Fitness standard deviation:	47.12660403809365	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26192	Best fitness:	95.32789115646258	Average fitness:	198.056462585034	Fitness standard deviation:	55.71401062203148	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26208	Best fitness:	95.32789115646258	Average fitness:	176.3307482993197	Fitness standard deviation:	39.55481538837166	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26224	Best fitness:	95.32789115646258	Average fitness:	188.20503401360546	Fitness standard deviation:	60.32040308694421	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26240	Best fitness:	95.32789115646258	Average fitness:	186.83360544217686	Fitness standard deviation:	58.193241840598354	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26256	Best fitness:	95.32789115646258	Average fitness:	200.60503401360546	Fitness standard deviation:	77.43298147694018	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26272	Best fitness:	95.32789115646258	Average fitness:	168.596462585034	Fitness standard deviation:	57.35605257814504	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26288	Best fitness:	95.32789115646258	Average fitness:	169.6678911564626	Fitness standard deviation:	48.08260146108264	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26304	Best fitness:	95.32789115646258	Average fitness:	190.1221768707483	Fitness standard deviation:	57.68308746584077	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26320	Best fitness:	95.32789115646258	Average fitness:	206.376462585034	Fitness standard deviation:	79.62023642880993	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26336	Best fitness:	95.32789115646258	Average fitness:	177.376462585034	Fitness standard deviation:	52.67249454537589	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26352	Best fitness:	95.32789115646258	Average fitness:	136.576462585034	Fitness standard deviation:	30.369138604705874	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	26368	Best fitness:	95.32789115646258	Average fitness:	184.1650340136054	Fitness standard deviation:	58.66177846827715	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
