Generation:	16	Best fitness:	231.29931972789115	Average fitness:	336.3650340136054	Fitness standard deviation:	34.31754629447551	Best genome:	N9	A16	A9	N5	E3	A15	A14	E4	A7	A11	N12	N6	A8	E5	A13	N7	A6	A12	N3	A10	A17	
Generation:	11104	Best fitness:	105.87074829931973	Average fitness:	309.27131972789124	Fitness standard deviation:	57.9229575550003	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11120	Best fitness:	105.87074829931973	Average fitness:	318.29303401360534	Fitness standard deviation:	53.26921729770586	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11136	Best fitness:	105.87074829931973	Average fitness:	312.9267482993198	Fitness standard deviation:	48.303062296973536	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11152	Best fitness:	105.87074829931973	Average fitness:	319.5616054421768	Fitness standard deviation:	57.0848075689467	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11168	Best fitness:	105.87074829931973	Average fitness:	320.2096054421768	Fitness standard deviation:	46.67901298643487	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11184	Best fitness:	105.87074829931973	Average fitness:	316.9930340136054	Fitness standard deviation:	58.86718112455378	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11200	Best fitness:	105.87074829931973	Average fitness:	325.30560544217684	Fitness standard deviation:	53.685231440085175	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11216	Best fitness:	105.87074829931973	Average fitness:	314.157605442177	Fitness standard deviation:	46.84086789136519	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11232	Best fitness:	105.87074829931973	Average fitness:	313.2176054421769	Fitness standard deviation:	48.37161792554281	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11248	Best fitness:	105.87074829931973	Average fitness:	317.6216054421769	Fitness standard deviation:	48.047126199180745	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11264	Best fitness:	105.87074829931973	Average fitness:	304.696462585034	Fitness standard deviation:	52.53974177045527	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11280	Best fitness:	105.87074829931973	Average fitness:	311.44789115646256	Fitness standard deviation:	47.524954046720104	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11296	Best fitness:	105.87074829931973	Average fitness:	314.68160544217693	Fitness standard deviation:	61.636110510455985	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11312	Best fitness:	105.87074829931973	Average fitness:	318.4678911564626	Fitness standard deviation:	62.123967506716035	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11328	Best fitness:	105.87074829931973	Average fitness:	311.6690340136054	Fitness standard deviation:	53.91044044429575	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11344	Best fitness:	105.87074829931973	Average fitness:	309.28617687074836	Fitness standard deviation:	54.72219687975747	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11360	Best fitness:	105.87074829931973	Average fitness:	319.8856054421769	Fitness standard deviation:	49.836959726447105	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11376	Best fitness:	105.87074829931973	Average fitness:	315.4456054421768	Fitness standard deviation:	59.44766331790665	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11392	Best fitness:	105.87074829931973	Average fitness:	312.1147482993197	Fitness standard deviation:	52.32651279753908	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11408	Best fitness:	105.87074829931973	Average fitness:	328.628462585034	Fitness standard deviation:	49.262137048774534	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11424	Best fitness:	105.87074829931973	Average fitness:	318.0873197278911	Fitness standard deviation:	56.82619002120879	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11440	Best fitness:	105.87074829931973	Average fitness:	328.0004625850341	Fitness standard deviation:	50.156275684410744	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11456	Best fitness:	105.87074829931973	Average fitness:	316.55931972789114	Fitness standard deviation:	48.06831745398566	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11472	Best fitness:	105.87074829931973	Average fitness:	323.02446258503403	Fitness standard deviation:	53.61427860073798	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11488	Best fitness:	105.87074829931973	Average fitness:	311.12903401360546	Fitness standard deviation:	58.30093721653651	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11504	Best fitness:	105.87074829931973	Average fitness:	306.1787482993197	Fitness standard deviation:	53.02439185807195	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11520	Best fitness:	105.87074829931973	Average fitness:	309.620462585034	Fitness standard deviation:	46.03074165673835	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11536	Best fitness:	105.87074829931973	Average fitness:	313.4604625850339	Fitness standard deviation:	57.379715895470405	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11552	Best fitness:	105.87074829931973	Average fitness:	323.34274829931974	Fitness standard deviation:	60.89704962257772	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11568	Best fitness:	105.87074829931973	Average fitness:	328.12960544217697	Fitness standard deviation:	53.88933252812221	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11584	Best fitness:	105.87074829931973	Average fitness:	302.1313197278912	Fitness standard deviation:	56.89320827153776	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11600	Best fitness:	105.87074829931973	Average fitness:	321.804462585034	Fitness standard deviation:	54.05545465198358	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11616	Best fitness:	105.87074829931973	Average fitness:	316.6730340136054	Fitness standard deviation:	56.48336546601439	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11632	Best fitness:	105.87074829931973	Average fitness:	313.3850340136055	Fitness standard deviation:	51.75288504232475	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11648	Best fitness:	105.87074829931973	Average fitness:	326.42446258503384	Fitness standard deviation:	46.669489011252615	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11664	Best fitness:	105.87074829931973	Average fitness:	309.94046258503397	Fitness standard deviation:	55.28071240865266	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11680	Best fitness:	105.87074829931973	Average fitness:	315.53417687074835	Fitness standard deviation:	51.08921697483767	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11696	Best fitness:	105.87074829931973	Average fitness:	310.16560544217674	Fitness standard deviation:	59.243492143071066	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11712	Best fitness:	105.87074829931973	Average fitness:	318.1690340136054	Fitness standard deviation:	58.38690212640475	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11728	Best fitness:	105.87074829931973	Average fitness:	324.9410340136055	Fitness standard deviation:	52.11063433636915	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11744	Best fitness:	105.87074829931973	Average fitness:	319.40274829931974	Fitness standard deviation:	62.2080430235217	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11760	Best fitness:	105.87074829931973	Average fitness:	310.7101768707482	Fitness standard deviation:	53.23820414027536	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11776	Best fitness:	105.87074829931973	Average fitness:	311.7587482993197	Fitness standard deviation:	58.35486006096402	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11792	Best fitness:	105.87074829931973	Average fitness:	319.9410340136055	Fitness standard deviation:	57.20387091511788	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11808	Best fitness:	105.87074829931973	Average fitness:	321.3027482993198	Fitness standard deviation:	51.26434433882673	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11824	Best fitness:	105.87074829931973	Average fitness:	324.18731972789124	Fitness standard deviation:	53.37290204145294	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11840	Best fitness:	105.87074829931973	Average fitness:	319.82103401360547	Fitness standard deviation:	53.132458524878736	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11856	Best fitness:	105.87074829931973	Average fitness:	319.97303401360546	Fitness standard deviation:	58.035694601139525	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11872	Best fitness:	105.87074829931973	Average fitness:	317.4170340136054	Fitness standard deviation:	56.38864312926127	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11888	Best fitness:	105.87074829931973	Average fitness:	311.1741768707483	Fitness standard deviation:	44.86157899447534	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11904	Best fitness:	105.87074829931973	Average fitness:	312.34731972789103	Fitness standard deviation:	58.865955911611216	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11920	Best fitness:	105.87074829931973	Average fitness:	307.36160544217694	Fitness standard deviation:	55.364747257231684	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11936	Best fitness:	105.87074829931973	Average fitness:	319.9741768707483	Fitness standard deviation:	56.219669414371566	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11952	Best fitness:	105.87074829931973	Average fitness:	315.18503401360545	Fitness standard deviation:	53.51439646087237	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11968	Best fitness:	105.87074829931973	Average fitness:	311.50046258503403	Fitness standard deviation:	50.62146353200833	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	11984	Best fitness:	105.87074829931973	Average fitness:	310.1147482993198	Fitness standard deviation:	51.34889453651801	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12000	Best fitness:	105.87074829931973	Average fitness:	314.7850340136054	Fitness standard deviation:	58.23073877923506	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12016	Best fitness:	105.87074829931973	Average fitness:	304.1993197278912	Fitness standard deviation:	53.41014540939821	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12032	Best fitness:	105.87074829931973	Average fitness:	319.9010340136054	Fitness standard deviation:	50.60404223912133	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12048	Best fitness:	105.87074829931973	Average fitness:	313.43931972789113	Fitness standard deviation:	54.94190958249839	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12064	Best fitness:	105.87074829931973	Average fitness:	324.2598911564626	Fitness standard deviation:	53.18808824447483	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12080	Best fitness:	105.87074829931973	Average fitness:	317.73474829931973	Fitness standard deviation:	46.941866109006774	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12096	Best fitness:	105.87074829931973	Average fitness:	317.40274829931974	Fitness standard deviation:	55.3501621817951	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12112	Best fitness:	105.87074829931973	Average fitness:	323.19989115646257	Fitness standard deviation:	48.63676252652128	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12128	Best fitness:	105.87074829931973	Average fitness:	326.1873197278911	Fitness standard deviation:	51.01864912010917	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12144	Best fitness:	105.87074829931973	Average fitness:	311.6690340136055	Fitness standard deviation:	60.36843543658577	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12160	Best fitness:	105.87074829931973	Average fitness:	311.0221768707483	Fitness standard deviation:	59.81674497656853	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12176	Best fitness:	105.87074829931973	Average fitness:	317.2507482993197	Fitness standard deviation:	53.45240820446861	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12192	Best fitness:	105.87074829931973	Average fitness:	319.8336054421768	Fitness standard deviation:	52.80747852108736	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12208	Best fitness:	105.87074829931973	Average fitness:	328.4416054421768	Fitness standard deviation:	56.139425410203074	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12224	Best fitness:	105.87074829931973	Average fitness:	317.43303401360544	Fitness standard deviation:	54.551494770668626	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12240	Best fitness:	105.87074829931973	Average fitness:	316.2718911564626	Fitness standard deviation:	54.09003377514122	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12256	Best fitness:	105.87074829931973	Average fitness:	318.79417687074823	Fitness standard deviation:	64.94081435791662	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12272	Best fitness:	105.87074829931973	Average fitness:	306.98674829931974	Fitness standard deviation:	58.04981433217508	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12288	Best fitness:	105.87074829931973	Average fitness:	328.3033197278912	Fitness standard deviation:	58.30431048159899	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12304	Best fitness:	105.87074829931973	Average fitness:	314.624462585034	Fitness standard deviation:	43.58151111072076	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12320	Best fitness:	105.87074829931973	Average fitness:	319.84503401360536	Fitness standard deviation:	60.85889742608198	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12336	Best fitness:	105.87074829931973	Average fitness:	312.7541768707483	Fitness standard deviation:	56.87941928002301	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12352	Best fitness:	105.87074829931973	Average fitness:	311.30389115646256	Fitness standard deviation:	50.0576211196983	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12368	Best fitness:	105.87074829931973	Average fitness:	307.5570340136056	Fitness standard deviation:	52.604248913515555	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12384	Best fitness:	105.87074829931973	Average fitness:	314.4513197278912	Fitness standard deviation:	48.04384780933487	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12400	Best fitness:	105.87074829931973	Average fitness:	308.33303401360547	Fitness standard deviation:	53.06888974969522	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12416	Best fitness:	105.87074829931973	Average fitness:	316.9416054421768	Fitness standard deviation:	44.431866571419306	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12432	Best fitness:	105.87074829931973	Average fitness:	313.148462585034	Fitness standard deviation:	50.24606035201128	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12448	Best fitness:	105.87074829931973	Average fitness:	303.7947482993197	Fitness standard deviation:	55.950822608167364	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12464	Best fitness:	105.87074829931973	Average fitness:	307.793605442177	Fitness standard deviation:	61.932895680300135	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12480	Best fitness:	105.87074829931973	Average fitness:	306.79246258503395	Fitness standard deviation:	56.868704010525285	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12496	Best fitness:	105.87074829931973	Average fitness:	325.21360544217686	Fitness standard deviation:	50.50796631447845	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12512	Best fitness:	105.87074829931973	Average fitness:	305.15189115646257	Fitness standard deviation:	49.89302854577368	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12528	Best fitness:	105.87074829931973	Average fitness:	319.1633197278912	Fitness standard deviation:	60.94005045040543	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12544	Best fitness:	105.87074829931973	Average fitness:	315.99589115646256	Fitness standard deviation:	57.3431367037103	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12560	Best fitness:	105.87074829931973	Average fitness:	317.5216054421769	Fitness standard deviation:	51.20940229038781	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12576	Best fitness:	105.87074829931973	Average fitness:	312.6273197278913	Fitness standard deviation:	61.30855072100632	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12592	Best fitness:	105.87074829931973	Average fitness:	320.14789115646266	Fitness standard deviation:	52.252401331402545	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12608	Best fitness:	105.87074829931973	Average fitness:	310.67646258503396	Fitness standard deviation:	59.80929038474316	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12624	Best fitness:	105.87074829931973	Average fitness:	314.81189115646254	Fitness standard deviation:	54.53281757785482	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12640	Best fitness:	105.87074829931973	Average fitness:	318.78331972789107	Fitness standard deviation:	55.85715349945093	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	12656	Best fitness:	105.87074829931973	Average fitness:	317.5530340136055	Fitness standard deviation:	49.90974601647029	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
