Generation:	16	Best fitness:	229.52789115646257	Average fitness:	339.0758911564626	Fitness standard deviation:	37.00448012148292	Best genome:	A13	A15	A16	E4	N5	A11	E3	N3	N9	A9	A7	A14	A17	A12	A10	A8	N6	N7	E5	N12	A6	
Generation:	20224	Best fitness:	96.75646258503401	Average fitness:	333.8810340136055	Fitness standard deviation:	47.74345464617134	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20240	Best fitness:	96.75646258503401	Average fitness:	327.8281768707482	Fitness standard deviation:	53.04975108060628	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20256	Best fitness:	96.75646258503401	Average fitness:	332.3407482993196	Fitness standard deviation:	44.443150823293806	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20272	Best fitness:	96.75646258503401	Average fitness:	331.1744625850339	Fitness standard deviation:	43.05656187967125	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20288	Best fitness:	96.75646258503401	Average fitness:	329.4150340136054	Fitness standard deviation:	46.665785635512364	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20304	Best fitness:	96.75646258503401	Average fitness:	329.92074829931977	Fitness standard deviation:	52.056159058447335	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20320	Best fitness:	96.75646258503401	Average fitness:	324.7013197278912	Fitness standard deviation:	47.10811486141129	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20336	Best fitness:	96.75646258503401	Average fitness:	331.8676054421769	Fitness standard deviation:	48.94794017387561	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20352	Best fitness:	96.75646258503401	Average fitness:	328.0618911564627	Fitness standard deviation:	47.14911122065779	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20368	Best fitness:	96.75646258503401	Average fitness:	331.30131972789127	Fitness standard deviation:	55.48311223191048	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20384	Best fitness:	96.75646258503401	Average fitness:	331.8496054421768	Fitness standard deviation:	49.207159197060925	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20400	Best fitness:	96.75646258503401	Average fitness:	329.8533197278911	Fitness standard deviation:	49.26260856235028	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20416	Best fitness:	96.75646258503401	Average fitness:	328.52531972789103	Fitness standard deviation:	44.39237645435651	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20432	Best fitness:	96.75646258503401	Average fitness:	327.04703401360547	Fitness standard deviation:	51.812257009400426	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20448	Best fitness:	96.75646258503401	Average fitness:	325.81531972789116	Fitness standard deviation:	50.730932289272744	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20464	Best fitness:	96.75646258503401	Average fitness:	327.8744625850342	Fitness standard deviation:	48.366342261484924	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20480	Best fitness:	96.75646258503401	Average fitness:	324.6741768707482	Fitness standard deviation:	49.21506095678021	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20496	Best fitness:	96.75646258503401	Average fitness:	327.7353197278912	Fitness standard deviation:	45.415197424003615	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20512	Best fitness:	96.75646258503401	Average fitness:	325.05017687074843	Fitness standard deviation:	54.17238427125627	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20528	Best fitness:	96.75646258503401	Average fitness:	327.92074829931965	Fitness standard deviation:	42.53000388681201	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20544	Best fitness:	96.75646258503401	Average fitness:	328.8878911564625	Fitness standard deviation:	48.6579791891886	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20560	Best fitness:	96.75646258503401	Average fitness:	326.25417687074844	Fitness standard deviation:	44.89546010046732	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20576	Best fitness:	96.75646258503401	Average fitness:	338.1870340136054	Fitness standard deviation:	45.63587547855171	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20592	Best fitness:	96.75646258503401	Average fitness:	335.11846258503414	Fitness standard deviation:	46.44456305782899	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20608	Best fitness:	96.75646258503401	Average fitness:	326.33846258503394	Fitness standard deviation:	47.562262463994266	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20624	Best fitness:	96.75646258503401	Average fitness:	321.64217687074836	Fitness standard deviation:	52.29880804042268	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20640	Best fitness:	96.75646258503401	Average fitness:	326.7753197278911	Fitness standard deviation:	50.514356531947776	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20656	Best fitness:	96.75646258503401	Average fitness:	328.54274829931956	Fitness standard deviation:	47.10940743695705	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20672	Best fitness:	96.75646258503401	Average fitness:	324.4356054421769	Fitness standard deviation:	46.65641952986683	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20688	Best fitness:	96.75646258503401	Average fitness:	324.46589115646265	Fitness standard deviation:	52.326402912050874	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20704	Best fitness:	96.75646258503401	Average fitness:	324.0953197278912	Fitness standard deviation:	49.26602687865303	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20720	Best fitness:	96.75646258503401	Average fitness:	329.5130340136054	Fitness standard deviation:	50.83034695043937	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20736	Best fitness:	96.75646258503401	Average fitness:	330.0313197278911	Fitness standard deviation:	48.82315706502314	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20752	Best fitness:	96.75646258503401	Average fitness:	339.131605442177	Fitness standard deviation:	51.501689396503075	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20768	Best fitness:	96.75646258503401	Average fitness:	322.03617687074825	Fitness standard deviation:	47.585867957893996	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20784	Best fitness:	96.75646258503401	Average fitness:	330.4001768707483	Fitness standard deviation:	45.21695319687256	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20800	Best fitness:	96.75646258503401	Average fitness:	328.6393197278912	Fitness standard deviation:	47.406647170184556	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20816	Best fitness:	96.75646258503401	Average fitness:	331.6710340136056	Fitness standard deviation:	46.375629506921676	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20832	Best fitness:	96.75646258503401	Average fitness:	326.2836054421769	Fitness standard deviation:	48.424862795207744	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20848	Best fitness:	96.75646258503401	Average fitness:	330.7921768707483	Fitness standard deviation:	46.52612211194385	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20864	Best fitness:	96.75646258503401	Average fitness:	328.91731972789125	Fitness standard deviation:	53.976835039653444	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20880	Best fitness:	96.75646258503401	Average fitness:	332.8661768707484	Fitness standard deviation:	46.48710661186452	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20896	Best fitness:	96.75646258503401	Average fitness:	332.128462585034	Fitness standard deviation:	45.71692581305001	Best genome:	A9	N3	E4	N5	A7	A10	N12	E3	N6	A11	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20912	Best fitness:	95.75646258503401	Average fitness:	335.7693197278911	Fitness standard deviation:	48.79156758443962	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20928	Best fitness:	95.75646258503401	Average fitness:	328.1636054421769	Fitness standard deviation:	47.92668114220014	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20944	Best fitness:	95.75646258503401	Average fitness:	334.61874829931963	Fitness standard deviation:	50.3538555166112	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20960	Best fitness:	95.75646258503401	Average fitness:	333.1113197278911	Fitness standard deviation:	46.74004552843311	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20976	Best fitness:	95.75646258503401	Average fitness:	321.07046258503397	Fitness standard deviation:	46.04769373027873	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	20992	Best fitness:	95.75646258503401	Average fitness:	324.45589115646266	Fitness standard deviation:	51.10041199242838	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21008	Best fitness:	95.75646258503401	Average fitness:	325.5021768707484	Fitness standard deviation:	49.927657624991454	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21024	Best fitness:	95.75646258503401	Average fitness:	327.6533197278913	Fitness standard deviation:	48.386477769504744	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21040	Best fitness:	95.75646258503401	Average fitness:	325.682462585034	Fitness standard deviation:	48.17660556743283	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21056	Best fitness:	95.75646258503401	Average fitness:	331.3270340136055	Fitness standard deviation:	48.707800231040395	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21072	Best fitness:	95.75646258503401	Average fitness:	330.63960544217707	Fitness standard deviation:	44.31453920808034	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21088	Best fitness:	95.75646258503401	Average fitness:	330.8764625850338	Fitness standard deviation:	45.18058116365608	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21104	Best fitness:	95.75646258503401	Average fitness:	330.1433197278913	Fitness standard deviation:	47.194369332083056	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21120	Best fitness:	95.75646258503401	Average fitness:	333.32103401360547	Fitness standard deviation:	46.44220918298265	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21136	Best fitness:	95.75646258503401	Average fitness:	328.3481768707484	Fitness standard deviation:	48.46928373764994	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21152	Best fitness:	95.75646258503401	Average fitness:	332.1930340136055	Fitness standard deviation:	46.47549349048027	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21168	Best fitness:	95.75646258503401	Average fitness:	330.6538911564627	Fitness standard deviation:	47.69169475380169	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21184	Best fitness:	95.75646258503401	Average fitness:	334.68189115646254	Fitness standard deviation:	53.857567697452836	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21200	Best fitness:	95.75646258503401	Average fitness:	328.55646258503407	Fitness standard deviation:	50.729537827219225	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21216	Best fitness:	95.75646258503401	Average fitness:	325.8658911564626	Fitness standard deviation:	47.50069611605923	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21232	Best fitness:	95.75646258503401	Average fitness:	330.0313197278911	Fitness standard deviation:	52.41248936375874	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21248	Best fitness:	95.75646258503401	Average fitness:	323.53103401360545	Fitness standard deviation:	47.412300633347655	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21264	Best fitness:	95.75646258503401	Average fitness:	323.3230340136055	Fitness standard deviation:	46.79652874881614	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21280	Best fitness:	95.75646258503401	Average fitness:	335.2978911564627	Fitness standard deviation:	51.31267120829524	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21296	Best fitness:	95.75646258503401	Average fitness:	327.07960544217696	Fitness standard deviation:	49.62300728657288	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21312	Best fitness:	95.75646258503401	Average fitness:	327.0393197278911	Fitness standard deviation:	43.15742469288975	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21328	Best fitness:	95.75646258503401	Average fitness:	331.10046258503394	Fitness standard deviation:	52.9330753310253	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21344	Best fitness:	95.75646258503401	Average fitness:	335.0567482993198	Fitness standard deviation:	48.813974328201205	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21360	Best fitness:	95.75646258503401	Average fitness:	327.1916054421769	Fitness standard deviation:	51.8759949762461	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21376	Best fitness:	95.75646258503401	Average fitness:	325.8724625850341	Fitness standard deviation:	50.58059687997656	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21392	Best fitness:	95.75646258503401	Average fitness:	324.5667482993196	Fitness standard deviation:	49.21042556206967	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21408	Best fitness:	95.75646258503401	Average fitness:	327.79931972789115	Fitness standard deviation:	49.66395194151368	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21424	Best fitness:	95.75646258503401	Average fitness:	333.3450340136054	Fitness standard deviation:	52.986744896189634	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21440	Best fitness:	95.75646258503401	Average fitness:	324.61731972789113	Fitness standard deviation:	48.40780906053089	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21456	Best fitness:	95.75646258503401	Average fitness:	323.16303401360545	Fitness standard deviation:	48.27749124486441	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21472	Best fitness:	95.75646258503401	Average fitness:	326.90446258503397	Fitness standard deviation:	49.3280079203261	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21488	Best fitness:	95.75646258503401	Average fitness:	327.7164625850339	Fitness standard deviation:	44.12249220485338	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21504	Best fitness:	95.75646258503401	Average fitness:	333.7973197278913	Fitness standard deviation:	43.22381982288971	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21520	Best fitness:	95.75646258503401	Average fitness:	324.4858911564626	Fitness standard deviation:	49.21004600522879	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21536	Best fitness:	95.75646258503401	Average fitness:	323.19760544217684	Fitness standard deviation:	44.62557358140496	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21552	Best fitness:	95.75646258503401	Average fitness:	314.90046258503406	Fitness standard deviation:	49.570573878181456	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21568	Best fitness:	95.75646258503401	Average fitness:	325.27646258503415	Fitness standard deviation:	49.40722858787664	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21584	Best fitness:	95.75646258503401	Average fitness:	331.05931972789125	Fitness standard deviation:	48.45066651465474	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21600	Best fitness:	95.75646258503401	Average fitness:	328.472462585034	Fitness standard deviation:	52.78246644870021	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21616	Best fitness:	95.75646258503401	Average fitness:	330.3001768707483	Fitness standard deviation:	52.26762910565707	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21632	Best fitness:	95.75646258503401	Average fitness:	325.4170340136054	Fitness standard deviation:	50.81323855782755	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21648	Best fitness:	95.75646258503401	Average fitness:	323.67017687074826	Fitness standard deviation:	42.61171918520031	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21664	Best fitness:	95.75646258503401	Average fitness:	333.77760544217693	Fitness standard deviation:	50.07213141874756	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21680	Best fitness:	95.75646258503401	Average fitness:	338.2556054421768	Fitness standard deviation:	45.42681945498626	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21696	Best fitness:	95.75646258503401	Average fitness:	331.53474829931974	Fitness standard deviation:	46.32641387337625	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21712	Best fitness:	95.75646258503401	Average fitness:	328.51160544217703	Fitness standard deviation:	45.02440195616377	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21728	Best fitness:	95.75646258503401	Average fitness:	327.0524625850341	Fitness standard deviation:	47.26746553693897	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21744	Best fitness:	95.75646258503401	Average fitness:	325.59874829931977	Fitness standard deviation:	46.31847561553531	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21760	Best fitness:	95.75646258503401	Average fitness:	324.83960544217695	Fitness standard deviation:	47.46462056766758	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	21776	Best fitness:	95.75646258503401	Average fitness:	328.78646258503403	Fitness standard deviation:	49.848347382182034	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
