Generation:	16	Best fitness:	253.29931972789115	Average fitness:	323.53217687074834	Fitness standard deviation:	36.717844491222976	Best genome:	N9	A15	A11	A8	A17	E4	N6	N7	A6	A14	A12	A16	E3	A9	N5	A7	A13	E5	N12	A10	N3	
Generation:	15584	Best fitness:	95.58503401360544	Average fitness:	270.3850340136054	Fitness standard deviation:	68.13805493710726	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15600	Best fitness:	95.58503401360544	Average fitness:	263.3978911564626	Fitness standard deviation:	57.9811316775746	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15616	Best fitness:	95.58503401360544	Average fitness:	262.84789115646265	Fitness standard deviation:	67.6109425994319	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15632	Best fitness:	95.58503401360544	Average fitness:	278.0193197278912	Fitness standard deviation:	61.42383941906914	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15648	Best fitness:	95.58503401360544	Average fitness:	252.43503401360545	Fitness standard deviation:	75.32902677925824	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15664	Best fitness:	95.58503401360544	Average fitness:	262.41360544217684	Fitness standard deviation:	66.26830251611511	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15680	Best fitness:	95.58503401360544	Average fitness:	262.12931972789124	Fitness standard deviation:	50.846756142394	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15696	Best fitness:	95.58503401360544	Average fitness:	252.68931972789113	Fitness standard deviation:	70.0730308685306	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15712	Best fitness:	95.58503401360544	Average fitness:	267.0907482993198	Fitness standard deviation:	64.97069549781185	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15728	Best fitness:	95.58503401360544	Average fitness:	259.46217687074835	Fitness standard deviation:	55.45011297167418	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15744	Best fitness:	95.58503401360544	Average fitness:	265.6607482993198	Fitness standard deviation:	61.76075120815743	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15760	Best fitness:	95.58503401360544	Average fitness:	256.48074829931977	Fitness standard deviation:	70.05090817922844	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15776	Best fitness:	95.58503401360544	Average fitness:	273.25646258503406	Fitness standard deviation:	71.90341963427082	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15792	Best fitness:	95.58503401360544	Average fitness:	264.16646258503397	Fitness standard deviation:	60.42120608609166	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15808	Best fitness:	95.58503401360544	Average fitness:	262.76217687074836	Fitness standard deviation:	54.3045678538732	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15824	Best fitness:	95.58503401360544	Average fitness:	245.60646258503402	Fitness standard deviation:	54.91778855707866	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15840	Best fitness:	95.58503401360544	Average fitness:	259.5678911564626	Fitness standard deviation:	67.81119009456195	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15856	Best fitness:	95.58503401360544	Average fitness:	265.78931972789115	Fitness standard deviation:	68.99044197331592	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15872	Best fitness:	95.58503401360544	Average fitness:	268.5050340136055	Fitness standard deviation:	66.66390731704459	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15888	Best fitness:	95.58503401360544	Average fitness:	243.41360544217696	Fitness standard deviation:	65.13541686833858	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15904	Best fitness:	95.58503401360544	Average fitness:	244.43360544217688	Fitness standard deviation:	58.44304124006344	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15920	Best fitness:	95.58503401360544	Average fitness:	268.45646258503405	Fitness standard deviation:	63.80546102915375	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15936	Best fitness:	95.58503401360544	Average fitness:	250.03074829931975	Fitness standard deviation:	65.43433249745698	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15952	Best fitness:	95.58503401360544	Average fitness:	264.4578911564626	Fitness standard deviation:	69.24852225639098	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15968	Best fitness:	95.58503401360544	Average fitness:	254.94217687074834	Fitness standard deviation:	68.03811746786818	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	15984	Best fitness:	95.58503401360544	Average fitness:	263.37646258503406	Fitness standard deviation:	80.08623928271935	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16000	Best fitness:	95.58503401360544	Average fitness:	254.37217687074832	Fitness standard deviation:	58.52798979800962	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16016	Best fitness:	95.58503401360544	Average fitness:	275.29646258503396	Fitness standard deviation:	62.87481368495948	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16032	Best fitness:	95.58503401360544	Average fitness:	267.6650340136055	Fitness standard deviation:	61.4908332972634	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16048	Best fitness:	95.58503401360544	Average fitness:	255.7507482993197	Fitness standard deviation:	64.75354948903242	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16064	Best fitness:	95.58503401360544	Average fitness:	246.6893197278912	Fitness standard deviation:	57.126855813199114	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16080	Best fitness:	95.58503401360544	Average fitness:	251.55931972789116	Fitness standard deviation:	55.33803054401011	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16096	Best fitness:	95.58503401360544	Average fitness:	266.8550340136054	Fitness standard deviation:	59.24941365420713	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16112	Best fitness:	95.58503401360544	Average fitness:	242.98503401360549	Fitness standard deviation:	69.29282908977888	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16128	Best fitness:	95.58503401360544	Average fitness:	233.08646258503404	Fitness standard deviation:	64.7984917152508	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16144	Best fitness:	95.58503401360544	Average fitness:	255.62217687074832	Fitness standard deviation:	77.32847040187643	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16160	Best fitness:	95.58503401360544	Average fitness:	248.89931972789117	Fitness standard deviation:	53.71698245510104	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16176	Best fitness:	95.58503401360544	Average fitness:	239.69360544217693	Fitness standard deviation:	51.27756449372536	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16192	Best fitness:	95.58503401360544	Average fitness:	263.77360544217686	Fitness standard deviation:	64.17684775489603	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16208	Best fitness:	95.58503401360544	Average fitness:	255.6778911564626	Fitness standard deviation:	60.78305743732024	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16224	Best fitness:	95.58503401360544	Average fitness:	261.13646258503394	Fitness standard deviation:	83.02926806314773	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16240	Best fitness:	95.58503401360544	Average fitness:	274.5493197278912	Fitness standard deviation:	63.02328100773231	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16256	Best fitness:	95.58503401360544	Average fitness:	261.24217687074827	Fitness standard deviation:	67.5592257178236	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16272	Best fitness:	95.58503401360544	Average fitness:	263.0707482993198	Fitness standard deviation:	64.8404881070399	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16288	Best fitness:	95.58503401360544	Average fitness:	274.3507482993198	Fitness standard deviation:	62.87066127359877	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16304	Best fitness:	95.58503401360544	Average fitness:	243.63931972789123	Fitness standard deviation:	80.63826199738672	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16320	Best fitness:	95.58503401360544	Average fitness:	255.45931972789117	Fitness standard deviation:	63.034596525905314	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16336	Best fitness:	95.58503401360544	Average fitness:	253.60646258503402	Fitness standard deviation:	69.8218601375044	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16352	Best fitness:	95.58503401360544	Average fitness:	251.79217687074834	Fitness standard deviation:	57.90599198842263	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16368	Best fitness:	95.58503401360544	Average fitness:	254.92931972789125	Fitness standard deviation:	60.652489879405856	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16384	Best fitness:	95.58503401360544	Average fitness:	249.5321768707483	Fitness standard deviation:	62.492320034267465	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16400	Best fitness:	95.58503401360544	Average fitness:	270.63789115646256	Fitness standard deviation:	65.8731423236499	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16416	Best fitness:	95.58503401360544	Average fitness:	254.0993197278912	Fitness standard deviation:	63.1994839813602	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16432	Best fitness:	95.58503401360544	Average fitness:	258.95074829931974	Fitness standard deviation:	83.20301289678181	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16448	Best fitness:	95.58503401360544	Average fitness:	257.3736054421769	Fitness standard deviation:	71.5668041847929	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16464	Best fitness:	95.58503401360544	Average fitness:	256.8893197278912	Fitness standard deviation:	60.91010524049489	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16480	Best fitness:	95.58503401360544	Average fitness:	256.9393197278912	Fitness standard deviation:	57.62003152249278	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16496	Best fitness:	95.58503401360544	Average fitness:	275.5693197278912	Fitness standard deviation:	59.01689171892455	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16512	Best fitness:	95.58503401360544	Average fitness:	258.63646258503405	Fitness standard deviation:	51.942785321339635	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16528	Best fitness:	95.58503401360544	Average fitness:	273.7678911564626	Fitness standard deviation:	75.10185051661783	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16544	Best fitness:	95.58503401360544	Average fitness:	240.3293197278912	Fitness standard deviation:	60.5920433080524	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16560	Best fitness:	95.58503401360544	Average fitness:	246.23360544217695	Fitness standard deviation:	65.06721868144339	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16576	Best fitness:	95.58503401360544	Average fitness:	252.80074829931976	Fitness standard deviation:	57.03476667966725	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16592	Best fitness:	95.58503401360544	Average fitness:	249.32217687074825	Fitness standard deviation:	57.59036384815836	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16608	Best fitness:	95.58503401360544	Average fitness:	261.4836054421769	Fitness standard deviation:	79.55028520068426	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16624	Best fitness:	95.58503401360544	Average fitness:	273.7993197278912	Fitness standard deviation:	68.7411212819666	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16640	Best fitness:	95.58503401360544	Average fitness:	252.7936054421769	Fitness standard deviation:	60.57528565886472	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16656	Best fitness:	95.58503401360544	Average fitness:	256.66360544217684	Fitness standard deviation:	53.19036729962849	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16672	Best fitness:	95.58503401360544	Average fitness:	267.8907482993198	Fitness standard deviation:	70.61737896753813	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16688	Best fitness:	95.58503401360544	Average fitness:	246.64646258503404	Fitness standard deviation:	55.95062493495712	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16704	Best fitness:	95.58503401360544	Average fitness:	266.88503401360543	Fitness standard deviation:	49.20796559045111	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16720	Best fitness:	95.58503401360544	Average fitness:	261.31360544217694	Fitness standard deviation:	71.71359390673716	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16736	Best fitness:	95.58503401360544	Average fitness:	269.2550340136055	Fitness standard deviation:	52.71705565699641	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16752	Best fitness:	95.58503401360544	Average fitness:	276.39074829931974	Fitness standard deviation:	65.58158315395863	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16768	Best fitness:	95.58503401360544	Average fitness:	238.48789115646264	Fitness standard deviation:	64.08910468071396	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16784	Best fitness:	95.58503401360544	Average fitness:	274.5336054421769	Fitness standard deviation:	72.5933176212887	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16800	Best fitness:	95.58503401360544	Average fitness:	234.20789115646258	Fitness standard deviation:	55.86782550386772	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16816	Best fitness:	95.58503401360544	Average fitness:	243.30360544217692	Fitness standard deviation:	59.293227252015754	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16832	Best fitness:	95.58503401360544	Average fitness:	252.216462585034	Fitness standard deviation:	57.474172300544296	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16848	Best fitness:	95.58503401360544	Average fitness:	242.1978911564626	Fitness standard deviation:	71.90960338636052	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16864	Best fitness:	95.58503401360544	Average fitness:	253.15360544217688	Fitness standard deviation:	67.71325671309775	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16880	Best fitness:	95.58503401360544	Average fitness:	273.21646258503404	Fitness standard deviation:	58.511068480193366	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16896	Best fitness:	95.58503401360544	Average fitness:	274.0521768707483	Fitness standard deviation:	57.83584459838176	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16912	Best fitness:	95.58503401360544	Average fitness:	262.46074829931973	Fitness standard deviation:	66.74954178547917	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16928	Best fitness:	95.58503401360544	Average fitness:	260.27360544217686	Fitness standard deviation:	64.42744116841988	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16944	Best fitness:	95.58503401360544	Average fitness:	258.9850340136055	Fitness standard deviation:	67.06422325514795	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16960	Best fitness:	95.58503401360544	Average fitness:	267.0678911564627	Fitness standard deviation:	69.66583263504927	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16976	Best fitness:	95.58503401360544	Average fitness:	268.8650340136054	Fitness standard deviation:	77.1846403246191	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	16992	Best fitness:	95.58503401360544	Average fitness:	275.8378911564626	Fitness standard deviation:	67.76749523336451	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17008	Best fitness:	95.58503401360544	Average fitness:	256.2721768707483	Fitness standard deviation:	64.27570491917723	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17024	Best fitness:	95.58503401360544	Average fitness:	269.7150340136055	Fitness standard deviation:	65.20144763323425	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17040	Best fitness:	95.58503401360544	Average fitness:	262.9021768707483	Fitness standard deviation:	70.16506945360042	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17056	Best fitness:	95.58503401360544	Average fitness:	261.2293197278912	Fitness standard deviation:	51.7560261501706	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17072	Best fitness:	95.58503401360544	Average fitness:	278.156462585034	Fitness standard deviation:	68.90674384223054	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17088	Best fitness:	95.58503401360544	Average fitness:	277.4378911564626	Fitness standard deviation:	61.012147519145394	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17104	Best fitness:	95.58503401360544	Average fitness:	267.20789115646255	Fitness standard deviation:	52.729128069206446	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17120	Best fitness:	95.58503401360544	Average fitness:	258.3121768707483	Fitness standard deviation:	63.51834218458123	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	17136	Best fitness:	95.58503401360544	Average fitness:	254.81217687074837	Fitness standard deviation:	72.96623791528657	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
