Generation:	16	Best fitness:	253.4421768707483	Average fitness:	327.5350340136054	Fitness standard deviation:	38.30633653023148	Best genome:	A16	N3	E3	N12	A8	N9	E4	A7	A14	A6	N7	N5	A17	A10	E5	A13	A9	A15	A11	N6	A12	
Generation:	7216	Best fitness:	128.58503401360545	Average fitness:	271.2693197278912	Fitness standard deviation:	73.00632037218226	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7232	Best fitness:	128.58503401360545	Average fitness:	266.0650340136055	Fitness standard deviation:	65.86800939169552	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7248	Best fitness:	128.58503401360545	Average fitness:	258.11789115646263	Fitness standard deviation:	53.10881803487275	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7264	Best fitness:	128.58503401360545	Average fitness:	263.5021768707483	Fitness standard deviation:	49.42096052056769	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7280	Best fitness:	128.58503401360545	Average fitness:	268.28931972789115	Fitness standard deviation:	64.60790453629825	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7296	Best fitness:	128.58503401360545	Average fitness:	280.93503401360545	Fitness standard deviation:	54.08099207745391	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7312	Best fitness:	128.58503401360545	Average fitness:	274.9178911564626	Fitness standard deviation:	53.78686530735768	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7328	Best fitness:	128.58503401360545	Average fitness:	282.5407482993197	Fitness standard deviation:	46.567382361477016	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7344	Best fitness:	128.58503401360545	Average fitness:	271.8236054421769	Fitness standard deviation:	68.77626624031856	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7360	Best fitness:	128.58503401360545	Average fitness:	287.4821768707483	Fitness standard deviation:	58.205783708690475	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7376	Best fitness:	128.58503401360545	Average fitness:	266.86931972789125	Fitness standard deviation:	53.77252881446102	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7392	Best fitness:	128.58503401360545	Average fitness:	276.2050340136055	Fitness standard deviation:	64.41908330516317	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7408	Best fitness:	128.58503401360545	Average fitness:	276.09646258503403	Fitness standard deviation:	46.241314595394066	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7424	Best fitness:	128.58503401360545	Average fitness:	278.0736054421769	Fitness standard deviation:	52.157103259365954	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7440	Best fitness:	128.58503401360545	Average fitness:	256.60646258503397	Fitness standard deviation:	56.07869607133555	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7456	Best fitness:	128.58503401360545	Average fitness:	273.56074829931976	Fitness standard deviation:	58.232664425753775	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7472	Best fitness:	128.58503401360545	Average fitness:	291.78503401360547	Fitness standard deviation:	49.16898391864363	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7488	Best fitness:	128.58503401360545	Average fitness:	286.82789115646256	Fitness standard deviation:	61.73483883943175	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7504	Best fitness:	128.58503401360545	Average fitness:	279.476462585034	Fitness standard deviation:	51.72715672504281	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7520	Best fitness:	128.58503401360545	Average fitness:	288.6593197278912	Fitness standard deviation:	50.11133596140433	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7536	Best fitness:	128.58503401360545	Average fitness:	287.75074829931975	Fitness standard deviation:	58.30107192629568	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7552	Best fitness:	128.58503401360545	Average fitness:	289.7050340136054	Fitness standard deviation:	60.88251355802302	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7568	Best fitness:	128.58503401360545	Average fitness:	264.90074829931973	Fitness standard deviation:	62.51431344671623	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7584	Best fitness:	128.58503401360545	Average fitness:	275.4307482993198	Fitness standard deviation:	67.75500186370759	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7600	Best fitness:	128.58503401360545	Average fitness:	275.3136054421769	Fitness standard deviation:	51.06838352560581	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7616	Best fitness:	128.58503401360545	Average fitness:	284.0621768707484	Fitness standard deviation:	50.67680554660251	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7632	Best fitness:	128.58503401360545	Average fitness:	284.0578911564626	Fitness standard deviation:	55.73650068100137	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7648	Best fitness:	128.58503401360545	Average fitness:	276.57503401360543	Fitness standard deviation:	48.437461699787356	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7664	Best fitness:	128.58503401360545	Average fitness:	269.1821768707483	Fitness standard deviation:	69.37144145681218	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7680	Best fitness:	128.58503401360545	Average fitness:	272.9321768707483	Fitness standard deviation:	75.14632054756065	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7696	Best fitness:	128.58503401360545	Average fitness:	259.39503401360554	Fitness standard deviation:	52.17139827490905	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7712	Best fitness:	128.58503401360545	Average fitness:	262.91360544217684	Fitness standard deviation:	58.91050597546854	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7728	Best fitness:	128.58503401360545	Average fitness:	284.46503401360553	Fitness standard deviation:	57.10437461350925	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7744	Best fitness:	128.58503401360545	Average fitness:	284.4107482993198	Fitness standard deviation:	55.26253105654418	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7760	Best fitness:	128.58503401360545	Average fitness:	273.70646258503405	Fitness standard deviation:	53.94953036431932	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7776	Best fitness:	128.58503401360545	Average fitness:	275.1350340136055	Fitness standard deviation:	60.87486722107633	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7792	Best fitness:	128.58503401360545	Average fitness:	274.93503401360545	Fitness standard deviation:	56.52776300010392	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7808	Best fitness:	128.58503401360545	Average fitness:	273.46646258503404	Fitness standard deviation:	68.30852892933498	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7824	Best fitness:	128.58503401360545	Average fitness:	264.9493197278912	Fitness standard deviation:	54.833820097915954	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7840	Best fitness:	128.58503401360545	Average fitness:	284.9721768707483	Fitness standard deviation:	57.52622151006	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7856	Best fitness:	128.58503401360545	Average fitness:	264.7450340136054	Fitness standard deviation:	54.1572249311659	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7872	Best fitness:	128.58503401360545	Average fitness:	277.3221768707484	Fitness standard deviation:	49.045536192483034	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7888	Best fitness:	128.58503401360545	Average fitness:	262.7650340136055	Fitness standard deviation:	51.22103529940465	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7904	Best fitness:	128.58503401360545	Average fitness:	276.82503401360543	Fitness standard deviation:	52.22017078423522	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7920	Best fitness:	128.58503401360545	Average fitness:	264.46074829931973	Fitness standard deviation:	46.06494818210923	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7936	Best fitness:	128.58503401360545	Average fitness:	264.6107482993198	Fitness standard deviation:	45.31834507128432	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7952	Best fitness:	128.58503401360545	Average fitness:	273.0178911564626	Fitness standard deviation:	49.99975695859299	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7968	Best fitness:	128.58503401360545	Average fitness:	279.1136054421769	Fitness standard deviation:	61.617983394062975	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	7984	Best fitness:	128.58503401360545	Average fitness:	266.0093197278912	Fitness standard deviation:	55.45434693401006	Best genome:	A9	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8000	Best fitness:	128.556462585034	Average fitness:	275.49789115646263	Fitness standard deviation:	58.04328889470586	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8016	Best fitness:	128.556462585034	Average fitness:	267.80360544217683	Fitness standard deviation:	54.6925516512299	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8032	Best fitness:	128.556462585034	Average fitness:	259.7536054421768	Fitness standard deviation:	47.6775400851536	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8048	Best fitness:	128.556462585034	Average fitness:	259.6121768707483	Fitness standard deviation:	50.74017646957159	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8064	Best fitness:	128.556462585034	Average fitness:	272.52360544217686	Fitness standard deviation:	52.933603597298365	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8080	Best fitness:	128.556462585034	Average fitness:	263.7207482993198	Fitness standard deviation:	52.28021585062322	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8096	Best fitness:	128.556462585034	Average fitness:	267.2378911564626	Fitness standard deviation:	47.048501483434464	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8112	Best fitness:	128.556462585034	Average fitness:	270.4293197278911	Fitness standard deviation:	51.37376561901562	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8128	Best fitness:	128.556462585034	Average fitness:	277.22646258503397	Fitness standard deviation:	52.64556843182723	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8144	Best fitness:	128.556462585034	Average fitness:	251.88646258503405	Fitness standard deviation:	50.05790318649565	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8160	Best fitness:	128.556462585034	Average fitness:	266.736462585034	Fitness standard deviation:	62.97649649038983	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8176	Best fitness:	128.556462585034	Average fitness:	267.1936054421769	Fitness standard deviation:	70.29789156997295	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8192	Best fitness:	128.556462585034	Average fitness:	279.7178911564626	Fitness standard deviation:	45.8770506631695	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8208	Best fitness:	128.556462585034	Average fitness:	267.73931972789114	Fitness standard deviation:	55.71523471719237	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8224	Best fitness:	128.556462585034	Average fitness:	257.83931972789117	Fitness standard deviation:	54.491885859179035	Best genome:	A11	E3	N6	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A6	A12	A16	E5	
Generation:	8240	Best fitness:	128.49931972789116	Average fitness:	270.2507482993197	Fitness standard deviation:	56.22714000791244	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8256	Best fitness:	128.49931972789116	Average fitness:	270.5636054421768	Fitness standard deviation:	48.01854988078108	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8272	Best fitness:	128.49931972789116	Average fitness:	258.85503401360546	Fitness standard deviation:	55.41983176680731	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8288	Best fitness:	128.49931972789116	Average fitness:	262.60931972789115	Fitness standard deviation:	48.41898284763941	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8304	Best fitness:	128.49931972789116	Average fitness:	253.27503401360545	Fitness standard deviation:	61.558252004064556	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8320	Best fitness:	128.49931972789116	Average fitness:	264.43789115646257	Fitness standard deviation:	62.03276900648756	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8336	Best fitness:	128.49931972789116	Average fitness:	273.39360544217686	Fitness standard deviation:	62.72922575056467	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8352	Best fitness:	128.49931972789116	Average fitness:	275.91503401360535	Fitness standard deviation:	53.54043253772359	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8368	Best fitness:	128.49931972789116	Average fitness:	270.106462585034	Fitness standard deviation:	65.28361164166387	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8384	Best fitness:	128.49931972789116	Average fitness:	277.8436054421769	Fitness standard deviation:	64.68584078420241	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8400	Best fitness:	128.49931972789116	Average fitness:	269.58217687074836	Fitness standard deviation:	61.91023053500899	Best genome:	E3	A15	N7	A10	N12	A8	A13	N9	A9	N3	E4	N5	A7	A14	A17	A11	N6	A6	A12	A16	E5	
Generation:	8416	Best fitness:	119.29931972789116	Average fitness:	258.66789115646264	Fitness standard deviation:	63.09357022773107	Best genome:	N9	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	A15	N7	A10	N12	A8	A13	
Generation:	8432	Best fitness:	119.29931972789116	Average fitness:	268.73931972789114	Fitness standard deviation:	65.70397210991439	Best genome:	N9	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	A15	N7	A10	N12	A8	A13	
Generation:	8448	Best fitness:	119.29931972789116	Average fitness:	244.05360544217683	Fitness standard deviation:	59.0776876283272	Best genome:	N9	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	A15	N7	A10	N12	A8	A13	
Generation:	8464	Best fitness:	119.29931972789116	Average fitness:	251.24931972789113	Fitness standard deviation:	56.9058275951217	Best genome:	N9	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	A15	N7	A10	N12	A8	A13	
Generation:	8480	Best fitness:	119.29931972789116	Average fitness:	251.87360544217685	Fitness standard deviation:	66.27144113571156	Best genome:	N9	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	A15	N7	A10	N12	A8	A13	
Generation:	8496	Best fitness:	115.87074829931973	Average fitness:	259.9178911564626	Fitness standard deviation:	56.74951354641819	Best genome:	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8512	Best fitness:	115.87074829931973	Average fitness:	264.46074829931973	Fitness standard deviation:	51.25954467616898	Best genome:	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8528	Best fitness:	115.87074829931973	Average fitness:	268.1978911564626	Fitness standard deviation:	52.14263442222493	Best genome:	A9	N3	E4	N5	A7	A14	A17	N6	A11	A6	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8544	Best fitness:	113.87074829931973	Average fitness:	268.05931972789114	Fitness standard deviation:	57.59547346159511	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8560	Best fitness:	113.87074829931973	Average fitness:	267.7393197278912	Fitness standard deviation:	64.35740535858943	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8576	Best fitness:	113.87074829931973	Average fitness:	263.09789115646254	Fitness standard deviation:	60.42819079582926	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8592	Best fitness:	113.87074829931973	Average fitness:	262.5621768707483	Fitness standard deviation:	59.02262699981409	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8608	Best fitness:	113.87074829931973	Average fitness:	263.1478911564626	Fitness standard deviation:	47.60871391684853	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8624	Best fitness:	113.87074829931973	Average fitness:	255.1650340136054	Fitness standard deviation:	59.65887456435726	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8640	Best fitness:	113.87074829931973	Average fitness:	268.50503401360544	Fitness standard deviation:	51.48345928151912	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8656	Best fitness:	113.87074829931973	Average fitness:	265.25217687074826	Fitness standard deviation:	61.53344355316225	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8672	Best fitness:	113.87074829931973	Average fitness:	265.53789115646265	Fitness standard deviation:	70.27398814784944	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8688	Best fitness:	113.87074829931973	Average fitness:	270.21360544217686	Fitness standard deviation:	61.71494245682305	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8704	Best fitness:	113.87074829931973	Average fitness:	267.59789115646254	Fitness standard deviation:	59.24117257930863	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8720	Best fitness:	113.87074829931973	Average fitness:	233.6336054421769	Fitness standard deviation:	53.65463716954871	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8736	Best fitness:	113.87074829931973	Average fitness:	254.36217687074827	Fitness standard deviation:	64.14978429028265	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8752	Best fitness:	113.87074829931973	Average fitness:	251.54217687074828	Fitness standard deviation:	46.151948241982296	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
Generation:	8768	Best fitness:	113.87074829931973	Average fitness:	230.91646258503397	Fitness standard deviation:	63.865293439570515	Best genome:	A9	N3	E4	N5	A11	N6	A7	A6	A17	A14	A12	A16	E5	E3	N12	A15	N7	A10	A8	A13	N9	
