Generation:	16	Best fitness:	242.35646258503402	Average fitness:	334.08846258503405	Fitness standard deviation:	35.166296429556354	Best genome:	A13	A16	N9	A10	A8	N12	A14	A17	A9	E4	A15	A12	N7	E5	N6	A6	E3	N5	N3	A7	A11	
Generation:	12096	Best fitness:	111.8421768707483	Average fitness:	319.0141768707483	Fitness standard deviation:	48.162133822821296	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12112	Best fitness:	111.8421768707483	Average fitness:	302.7513197278912	Fitness standard deviation:	45.1405470258826	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12128	Best fitness:	111.8421768707483	Average fitness:	312.56617687074834	Fitness standard deviation:	54.8817461523838	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12144	Best fitness:	111.8421768707483	Average fitness:	310.5918911564626	Fitness standard deviation:	62.99156420619238	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12160	Best fitness:	111.8421768707483	Average fitness:	308.168462585034	Fitness standard deviation:	53.147729758184205	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12176	Best fitness:	111.8421768707483	Average fitness:	320.7547482993198	Fitness standard deviation:	44.33762723576849	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12192	Best fitness:	111.8421768707483	Average fitness:	309.4553197278912	Fitness standard deviation:	51.39748654539124	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12208	Best fitness:	111.8421768707483	Average fitness:	317.00960544217685	Fitness standard deviation:	60.6070547547133	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12224	Best fitness:	111.8421768707483	Average fitness:	312.5113197278913	Fitness standard deviation:	57.36727961378083	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12240	Best fitness:	111.8421768707483	Average fitness:	308.9764625850339	Fitness standard deviation:	53.11851646871112	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12256	Best fitness:	111.8421768707483	Average fitness:	307.34617687074825	Fitness standard deviation:	51.96228483452676	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12272	Best fitness:	111.8421768707483	Average fitness:	318.2547482993196	Fitness standard deviation:	55.38319354888691	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12288	Best fitness:	111.8421768707483	Average fitness:	314.0896054421769	Fitness standard deviation:	55.7882368143782	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12304	Best fitness:	111.8421768707483	Average fitness:	317.2718911564626	Fitness standard deviation:	57.186204690092374	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12320	Best fitness:	111.8421768707483	Average fitness:	314.6970340136055	Fitness standard deviation:	55.89736041082763	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12336	Best fitness:	111.8421768707483	Average fitness:	311.3444625850341	Fitness standard deviation:	56.50707251092648	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12352	Best fitness:	111.8421768707483	Average fitness:	316.1856054421768	Fitness standard deviation:	55.49836651098621	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12368	Best fitness:	111.8421768707483	Average fitness:	308.68331972789116	Fitness standard deviation:	59.939536925614824	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12384	Best fitness:	111.8421768707483	Average fitness:	312.5776054421769	Fitness standard deviation:	46.81819873266622	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12400	Best fitness:	111.8421768707483	Average fitness:	311.028462585034	Fitness standard deviation:	55.70034675156787	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12416	Best fitness:	111.8421768707483	Average fitness:	307.12674829931973	Fitness standard deviation:	57.44709010871816	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12432	Best fitness:	111.8421768707483	Average fitness:	310.1690340136054	Fitness standard deviation:	52.7676667109931	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12448	Best fitness:	111.8421768707483	Average fitness:	308.8227482993198	Fitness standard deviation:	46.66600753509246	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12464	Best fitness:	111.8421768707483	Average fitness:	318.428462585034	Fitness standard deviation:	47.684901898412505	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12480	Best fitness:	111.8421768707483	Average fitness:	308.72160544217684	Fitness standard deviation:	48.98606058786895	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12496	Best fitness:	111.8421768707483	Average fitness:	300.10731972789114	Fitness standard deviation:	57.27533045611472	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12512	Best fitness:	111.8421768707483	Average fitness:	320.580462585034	Fitness standard deviation:	57.56167811370084	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12528	Best fitness:	111.8421768707483	Average fitness:	315.412462585034	Fitness standard deviation:	53.72245863658125	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12544	Best fitness:	111.8421768707483	Average fitness:	316.52903401360544	Fitness standard deviation:	55.671680987733794	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12560	Best fitness:	111.8421768707483	Average fitness:	308.49303401360544	Fitness standard deviation:	52.384863459528745	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12576	Best fitness:	111.8421768707483	Average fitness:	312.1530340136056	Fitness standard deviation:	52.17795191262224	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12592	Best fitness:	111.8421768707483	Average fitness:	317.1576054421769	Fitness standard deviation:	49.564322902833304	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12608	Best fitness:	111.8421768707483	Average fitness:	313.27931972789116	Fitness standard deviation:	58.356535754841744	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12624	Best fitness:	111.8421768707483	Average fitness:	330.6747482993198	Fitness standard deviation:	46.455395858911416	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12640	Best fitness:	111.8421768707483	Average fitness:	315.3250340136055	Fitness standard deviation:	52.12238165498345	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12656	Best fitness:	111.8421768707483	Average fitness:	306.9370340136055	Fitness standard deviation:	55.04865541815657	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12672	Best fitness:	111.8421768707483	Average fitness:	317.30903401360547	Fitness standard deviation:	50.94585060029674	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12688	Best fitness:	111.8421768707483	Average fitness:	308.55931972789114	Fitness standard deviation:	47.76734748459753	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12704	Best fitness:	111.8421768707483	Average fitness:	324.6187482993198	Fitness standard deviation:	57.334587684743944	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12720	Best fitness:	111.8421768707483	Average fitness:	322.7833197278911	Fitness standard deviation:	44.32816303296981	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12736	Best fitness:	111.8421768707483	Average fitness:	311.7341768707483	Fitness standard deviation:	51.01342705682135	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12752	Best fitness:	111.8421768707483	Average fitness:	308.35189115646256	Fitness standard deviation:	49.18395004843904	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12768	Best fitness:	111.8421768707483	Average fitness:	305.2118911564627	Fitness standard deviation:	55.2928628556662	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12784	Best fitness:	111.8421768707483	Average fitness:	314.9907482993197	Fitness standard deviation:	59.82865002041502	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12800	Best fitness:	111.8421768707483	Average fitness:	314.5621768707483	Fitness standard deviation:	51.84831660424355	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12816	Best fitness:	111.8421768707483	Average fitness:	312.96160544217685	Fitness standard deviation:	57.883349744401045	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12832	Best fitness:	111.8421768707483	Average fitness:	306.01989115646256	Fitness standard deviation:	49.35850303356339	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12848	Best fitness:	111.8421768707483	Average fitness:	310.7021768707483	Fitness standard deviation:	61.16843824011444	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12864	Best fitness:	111.8421768707483	Average fitness:	319.08789115646255	Fitness standard deviation:	55.55237572759235	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12880	Best fitness:	111.8421768707483	Average fitness:	315.3621768707482	Fitness standard deviation:	50.96132475130688	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12896	Best fitness:	111.8421768707483	Average fitness:	318.25989115646263	Fitness standard deviation:	62.84026212029147	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12912	Best fitness:	111.8421768707483	Average fitness:	318.3798911564625	Fitness standard deviation:	53.01225077974613	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12928	Best fitness:	111.8421768707483	Average fitness:	322.62903401360546	Fitness standard deviation:	48.98204859342005	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12944	Best fitness:	111.8421768707483	Average fitness:	324.2078911564626	Fitness standard deviation:	53.59934967622542	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12960	Best fitness:	111.8421768707483	Average fitness:	312.1181768707483	Fitness standard deviation:	53.17637241466998	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12976	Best fitness:	111.8421768707483	Average fitness:	318.34674829931964	Fitness standard deviation:	51.93461277021171	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	12992	Best fitness:	111.8421768707483	Average fitness:	307.92846258503397	Fitness standard deviation:	56.990831912882705	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13008	Best fitness:	111.8421768707483	Average fitness:	325.74960544217697	Fitness standard deviation:	47.03109854692544	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13024	Best fitness:	111.8421768707483	Average fitness:	324.14617687074826	Fitness standard deviation:	50.23853655739358	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13040	Best fitness:	111.8421768707483	Average fitness:	317.5421768707484	Fitness standard deviation:	54.06568348418658	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13056	Best fitness:	111.8421768707483	Average fitness:	314.1827482993197	Fitness standard deviation:	54.553381560389724	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13072	Best fitness:	111.8421768707483	Average fitness:	316.1547482993197	Fitness standard deviation:	52.80893752742532	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13088	Best fitness:	111.8421768707483	Average fitness:	314.96674829931976	Fitness standard deviation:	55.71968230567093	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13104	Best fitness:	111.8421768707483	Average fitness:	309.09931972789116	Fitness standard deviation:	51.05041093999985	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13120	Best fitness:	111.8421768707483	Average fitness:	312.12903401360546	Fitness standard deviation:	62.51526114673839	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13136	Best fitness:	111.8421768707483	Average fitness:	311.75989115646263	Fitness standard deviation:	57.22408416613639	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13152	Best fitness:	111.8421768707483	Average fitness:	312.66960544217693	Fitness standard deviation:	61.66551113872325	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13168	Best fitness:	111.8421768707483	Average fitness:	309.79131972789116	Fitness standard deviation:	53.524850544358536	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13184	Best fitness:	111.8421768707483	Average fitness:	308.5690340136054	Fitness standard deviation:	53.76612154166091	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13200	Best fitness:	111.8421768707483	Average fitness:	322.12617687074834	Fitness standard deviation:	54.51327235056934	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13216	Best fitness:	111.8421768707483	Average fitness:	308.13646258503405	Fitness standard deviation:	54.159306434530606	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13232	Best fitness:	111.8421768707483	Average fitness:	324.4530340136055	Fitness standard deviation:	63.943825574180536	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13248	Best fitness:	111.8421768707483	Average fitness:	315.5421768707483	Fitness standard deviation:	55.28389491284686	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13264	Best fitness:	111.8421768707483	Average fitness:	311.8433197278911	Fitness standard deviation:	62.901954925008134	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13280	Best fitness:	111.8421768707483	Average fitness:	316.85531972789113	Fitness standard deviation:	51.36464986580493	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13296	Best fitness:	111.8421768707483	Average fitness:	315.904462585034	Fitness standard deviation:	49.39706533132245	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13312	Best fitness:	111.8421768707483	Average fitness:	319.01474829931976	Fitness standard deviation:	67.34980701395014	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13328	Best fitness:	111.8421768707483	Average fitness:	313.56789115646257	Fitness standard deviation:	52.21029314420752	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13344	Best fitness:	111.8421768707483	Average fitness:	316.0461768707483	Fitness standard deviation:	56.13095010339843	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13360	Best fitness:	111.8421768707483	Average fitness:	312.23417687074834	Fitness standard deviation:	49.01874361706876	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13376	Best fitness:	111.8421768707483	Average fitness:	315.1947482993197	Fitness standard deviation:	54.88605803714768	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13392	Best fitness:	111.8421768707483	Average fitness:	321.14103401360535	Fitness standard deviation:	55.782397109350775	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13408	Best fitness:	111.8421768707483	Average fitness:	317.5193197278912	Fitness standard deviation:	52.50948034908184	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13424	Best fitness:	111.8421768707483	Average fitness:	313.7136054421769	Fitness standard deviation:	56.505877823209055	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13440	Best fitness:	111.8421768707483	Average fitness:	306.46903401360544	Fitness standard deviation:	49.14350744088009	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13456	Best fitness:	111.8421768707483	Average fitness:	315.1056054421769	Fitness standard deviation:	52.07476047815431	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13472	Best fitness:	111.8421768707483	Average fitness:	321.0301768707483	Fitness standard deviation:	55.26851857790219	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13488	Best fitness:	111.8421768707483	Average fitness:	324.88674829931983	Fitness standard deviation:	50.824799718729636	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13504	Best fitness:	111.8421768707483	Average fitness:	318.63189115646264	Fitness standard deviation:	47.70625279173131	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13520	Best fitness:	111.8421768707483	Average fitness:	313.8541768707484	Fitness standard deviation:	55.834842779799224	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13536	Best fitness:	111.8421768707483	Average fitness:	319.31074829931976	Fitness standard deviation:	52.552930907217494	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13552	Best fitness:	111.8421768707483	Average fitness:	314.4736054421768	Fitness standard deviation:	53.249988253328205	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13568	Best fitness:	111.8421768707483	Average fitness:	322.6176054421769	Fitness standard deviation:	51.0015001011875	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13584	Best fitness:	111.8421768707483	Average fitness:	324.1821768707483	Fitness standard deviation:	59.08269576428881	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13600	Best fitness:	111.8421768707483	Average fitness:	309.35760544217686	Fitness standard deviation:	52.98928562011959	Best genome:	A9	N3	A7	A14	E3	N7	A6	A12	E4	N5	A11	N6	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13616	Best fitness:	103.8421768707483	Average fitness:	319.4673197278912	Fitness standard deviation:	52.911087728106935	Best genome:	A9	N3	A7	A14	N7	A6	A12	E4	N5	A11	N6	E3	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13632	Best fitness:	103.8421768707483	Average fitness:	313.08846258503405	Fitness standard deviation:	63.214224668897074	Best genome:	A9	N3	A7	A14	N7	A6	A12	E4	N5	A11	N6	E3	A10	N12	A8	A16	E5	A15	A17	N9	A13	
Generation:	13648	Best fitness:	103.8421768707483	Average fitness:	305.02903401360544	Fitness standard deviation:	71.90575037832085	Best genome:	A9	N3	A7	A14	N7	A6	A12	E4	N5	A11	N6	E3	A10	N12	A8	A16	E5	A15	A17	N9	A13	
